Style,Color,Size,UPC,Cost
693016295289,ALG-PAL-370,38,Paloma Aztec Tile,49.50,
693016295296,ALG-PAL-370,39,Paloma Aztec Tile,49.50,
693016295302,ALG-PAL-370,40,Paloma Aztec Tile,49.50,
693016295319,ALG-PAL-370,41,Paloma Aztec Tile,49.50,
693016295326,ALG-PAL-370,42,Paloma Aztec Tile,49.50,
693016295333,ALG-PAL-375,35,Paloma Golden Elephant,49.50,
693016295340,ALG-PAL-375,36,Paloma Golden Elephant,49.50,
693016295357,ALG-PAL-375,37,Paloma Golden Elephant,49.50,
693016295364,ALG-PAL-375,38,Paloma Golden Elephant,49.50,
693016295371,ALG-PAL-375,39,Paloma Golden Elephant,49.50,
693016295388,ALG-PAL-375,40,Paloma Golden Elephant,49.50,
693016295395,ALG-PAL-375,41,Paloma Golden Elephant,49.50,
693016295401,ALG-PAL-375,42,Paloma Golden Elephant,49.50,
693016295654,ALG-PAL-378,35,Paloma Super Saturated,49.50,
693016295661,ALG-PAL-378,36,Paloma Super Saturated,49.50,
693016295678,ALG-PAL-378,37,Paloma Super Saturated,49.50,
693016295685,ALG-PAL-378,38,Paloma Super Saturated,49.50,
693016295692,ALG-PAL-378,39,Paloma Super Saturated,49.50,
693016295708,ALG-PAL-378,40,Paloma Super Saturated,49.50,
693016295715,ALG-PAL-378,41,Paloma Super Saturated,49.50,
693016295722,ALG-PAL-378,42,Paloma Super Saturated,49.50,
693016295739,ALG-PAL-379,35,Paloma Pop Hearts,49.50,
693016295746,ALG-PAL-379,36,Paloma Pop Hearts,49.50,
693016295753,ALG-PAL-379,37,Paloma Pop Hearts,49.50,
693016295760,ALG-PAL-379,38,Paloma Pop Hearts,49.50,
693016295777,ALG-PAL-379,39,Paloma Pop Hearts,49.50,
693016295784,ALG-PAL-379,40,Paloma Pop Hearts,49.50,
693016295791,ALG-PAL-379,41,Paloma Pop Hearts,49.50,
693016295807,ALG-PAL-379,42,Paloma Pop Hearts,49.50,
693016312429,ALG-PAL-387,35,Paloma Bulls Eye,49.50,
693016312436,ALG-PAL-387,36,Paloma Bulls Eye,49.50,
693016312443,ALG-PAL-387,37,Paloma Bulls Eye,49.50,
693016312450,ALG-PAL-387,38,Paloma Bulls Eye,49.50,
693016312467,ALG-PAL-387,39,Paloma Bulls Eye,49.50,
693016312474,ALG-PAL-387,40,Paloma Bulls Eye,49.50,
693016312481,ALG-PAL-387,41,Paloma Bulls Eye,49.50,
693016312498,ALG-PAL-387,42,Paloma Bulls Eye,49.50,
693016275083,ALG-PAL-411,35,Paloma Black Tortoise,49.50,
693016275090,ALG-PAL-411,36,Paloma Black Tortoise,49.50,
693016275106,ALG-PAL-411,37,Paloma Black Tortoise,49.50,
693016275113,ALG-PAL-411,38,Paloma Black Tortoise,49.50,
693016275120,ALG-PAL-411,39,Paloma Black Tortoise,49.50,
693016275137,ALG-PAL-411,40,Paloma Black Tortoise,49.50,
693016275144,ALG-PAL-411,41,Paloma Black Tortoise,49.50,
693016275151,ALG-PAL-411,42,Paloma Black Tortoise,49.50,
693016311620,ALG-PAL-505,35,Paloma Houndstooth,49.50,
693016311637,ALG-PAL-505,36,Paloma Houndstooth,49.50,
693016311644,ALG-PAL-505,37,Paloma Houndstooth,49.50,
693016311651,ALG-PAL-505,38,Paloma Houndstooth,49.50,
693016311668,ALG-PAL-505,39,Paloma Houndstooth,49.50,
693016311675,ALG-PAL-505,40,Paloma Houndstooth,49.50,
693016311682,ALG-PAL-505,41,Paloma Houndstooth,49.50,
693016311699,ALG-PAL-505,42,Paloma Houndstooth,49.50,
693016292592,ALG-PAL-518S,35,Scrubwear Paloma Palmetto,52.50,
693016292608,ALG-PAL-518S,36,Scrubwear Paloma Palmetto,52.50,
693016292615,ALG-PAL-518S,37,Scrubwear Paloma Palmetto,52.50,
693016292622,ALG-PAL-518S,38,Scrubwear Paloma Palmetto,52.50,
693016292639,ALG-PAL-518S,39,Scrubwear Paloma Palmetto,52.50,
693016292646,ALG-PAL-518S,40,Scrubwear Paloma Palmetto,52.50,
693016292653,ALG-PAL-518S,41,Scrubwear Paloma Palmetto,52.50,
693016292660,ALG-PAL-518S,42,Scrubwear Paloma Palmetto,52.50,
693016275489,ALG-PAL-522,35,Paloma Snake Luster,49.50,
693016275496,ALG-PAL-522,36,Paloma Snake Luster,49.50,
693016275502,ALG-PAL-522,37,Paloma Snake Luster,49.50,
693016275519,ALG-PAL-522,38,Paloma Snake Luster,49.50,
693016275526,ALG-PAL-522,39,Paloma Snake Luster,49.50,
693016275533,ALG-PAL-522,40,Paloma Snake Luster,49.50,
693016275540,ALG-PAL-522,41,Paloma Snake Luster,49.50,
693016275557,ALG-PAL-522,42,Paloma Snake Luster,49.50,
693016268528,ALG-PAL-526,35,Paloma Western Romance,49.50,
693016268535,ALG-PAL-526,36,Paloma Western Romance,49.50,
693016268542,ALG-PAL-526,37,Paloma Western Romance,49.50,
693016268559,ALG-PAL-526,38,Paloma Western Romance,49.50,
693016268566,ALG-PAL-526,39,Paloma Western Romance,49.50,
693016268573,ALG-PAL-526,40,Paloma Western Romance,49.50,
693016268580,ALG-PAL-526,41,Paloma Western Romance,49.50,
693016268597,ALG-PAL-526,42,Paloma Western Romance,49.50,
693016286911,ALG-PAL-527,35,Exclusive!  Paloma Winter Romance,49.50,
693016286928,ALG-PAL-527,36,Exclusive!  Paloma Winter Romance,49.50,
693016286935,ALG-PAL-527,37,Exclusive!  Paloma Winter Romance,49.50,
693016286942,ALG-PAL-527,38,Exclusive!  Paloma Winter Romance,49.50,
693016286959,ALG-PAL-527,39,Exclusive!  Paloma Winter Romance,49.50,
693016286966,ALG-PAL-527,40,Exclusive!  Paloma Winter Romance,49.50,
693016286973,ALG-PAL-527,41,Exclusive!  Paloma Winter Romance,49.50,
693016286980,ALG-PAL-527,42,Exclusive!  Paloma Winter Romance,49.50,
693016393008,ALG-PAL-531,35,Paloma Black Embossed Rose,49.50,
693016393015,ALG-PAL-531,36,Paloma Black Embossed Rose,49.50,
693016393022,ALG-PAL-531,37,Paloma Black Embossed Rose,49.50,
693016393039,ALG-PAL-531,38,Paloma Black Embossed Rose,49.50,
693016393046,ALG-PAL-531,39,Paloma Black Embossed Rose,49.50,
693016393053,ALG-PAL-531,40,Paloma Black Embossed Rose,49.50,
693016393060,ALG-PAL-531,41,Paloma Black Embossed Rose,49.50,
693016393077,ALG-PAL-531,42,Paloma Black Embossed Rose,49.50,
693016393107,ALG-PAL-534,35,Paloma Wine Embossed Rose,49.50,
693016393114,ALG-PAL-534,36,Paloma Wine Embossed Rose,49.50,
693016393121,ALG-PAL-534,37,Paloma Wine Embossed Rose,49.50,
693016393138,ALG-PAL-534,38,Paloma Wine Embossed Rose,49.50,
693016393145,ALG-PAL-534,39,Paloma Wine Embossed Rose,49.50,
693016393152,ALG-PAL-534,40,Paloma Wine Embossed Rose,49.50,
693016393169,ALG-PAL-534,41,Paloma Wine Embossed Rose,49.50,
693016393176,ALG-PAL-534,42,Paloma Wine Embossed Rose,49.50,
693016266524,ALG-PAL-541,35,Paloma Black Etched,49.50,
693016266531,ALG-PAL-541,36,Paloma Black Etched,49.50,
693016266548,ALG-PAL-541,37,Paloma Black Etched,49.50,
693016266555,ALG-PAL-541,38,Paloma Black Etched,49.50,
693016266562,ALG-PAL-541,39,Paloma Black Etched,49.50,
693016266579,ALG-PAL-541,40,Paloma Black Etched,49.50,
693016266586,ALG-PAL-541,41,Paloma Black Etched,49.50,
693016266593,ALG-PAL-541,42,Paloma Black Etched,49.50,
693016266609,ALG-PAL-544,35,Paloma Wine Etched,49.50,
693016266616,ALG-PAL-544,36,Paloma Wine Etched,49.50,
693016266623,ALG-PAL-544,37,Paloma Wine Etched,49.50,
693016266630,ALG-PAL-544,38,Paloma Wine Etched,49.50,
693016266647,ALG-PAL-544,39,Paloma Wine Etched,49.50,
693016266654,ALG-PAL-544,40,Paloma Wine Etched,49.50,
693016266661,ALG-PAL-544,41,Paloma Wine Etched,49.50,
693016266678,ALG-PAL-544,42,Paloma Wine Etched,49.50,
693016295494,ALG-PAL-545,35,Paloma Pastel Stone,49.50,
693016295500,ALG-PAL-545,36,Paloma Pastel Stone,49.50,
693016295517,ALG-PAL-545,37,Paloma Pastel Stone,49.50,
693016295524,ALG-PAL-545,38,Paloma Pastel Stone,49.50,
693016295531,ALG-PAL-545,39,Paloma Pastel Stone,49.50,
693016295548,ALG-PAL-545,40,Paloma Pastel Stone,49.50,
693016295555,ALG-PAL-545,41,Paloma Pastel Stone,49.50,
693016295562,ALG-PAL-545,42,Paloma Pastel Stone,49.50,
693016295814,ALG-PAL-546,35,Paloma Summer Swirl,49.50,
693016295821,ALG-PAL-546,36,Paloma Summer Swirl,49.50,
693016295838,ALG-PAL-546,37,Paloma Summer Swirl,49.50,
693016295845,ALG-PAL-546,38,Paloma Summer Swirl,49.50,
693016295852,ALG-PAL-546,39,Paloma Summer Swirl,49.50,
693016295869,ALG-PAL-546,40,Paloma Summer Swirl,49.50,
693016295876,ALG-PAL-546,41,Paloma Summer Swirl,49.50,
693016295883,ALG-PAL-546,42,Paloma Summer Swirl,49.50,
693016306503,ALG-PAL-600S,35,Scrubwear Paloma White Nappa,52.50,
693016306510,ALG-PAL-600S,36,Scrubwear Paloma White Nappa,52.50,
693016306527,ALG-PAL-600S,37,Scrubwear Paloma White Nappa,52.50,
693016306534,ALG-PAL-600S,38,Scrubwear Paloma White Nappa,52.50,
693016306541,ALG-PAL-600S,39,Scrubwear Paloma White Nappa,52.50,
693016306558,ALG-PAL-600S,40,Scrubwear Paloma White Nappa,52.50,
693016306565,ALG-PAL-600S,41,Scrubwear Paloma White Nappa,52.50,
693016306572,ALG-PAL-600S,42,Scrubwear Paloma White Nappa,52.50,
693016216956,ALG-PAL-601,35,Paloma Black Leather,49.50,
693016216963,ALG-PAL-601,36,Paloma Black Leather,49.50,
693016216970,ALG-PAL-601,37,Paloma Black Leather,49.50,
693016216987,ALG-PAL-601,38,Paloma Black Leather,49.50,
693016216994,ALG-PAL-601,39,Paloma Black Leather,49.50,
693016217007,ALG-PAL-601,40,Paloma Black Leather,49.50,
693016217014,ALG-PAL-601,41,Paloma Black Leather,49.50,
693016217021,ALG-PAL-601,42,Paloma Black Leather,49.50,
693016288588,ALG-PAL-612,35,Paloma Brown Pull-Up,49.50,
693016288595,ALG-PAL-612,36,Paloma Brown Pull-Up,49.50,
693016288601,ALG-PAL-612,37,Paloma Brown Pull-Up,49.50,
693016288618,ALG-PAL-612,38,Paloma Brown Pull-Up,49.50,
693016288625,ALG-PAL-612,39,Paloma Brown Pull-Up,49.50,
693016288632,ALG-PAL-612,40,Paloma Brown Pull-Up,49.50,
693016288649,ALG-PAL-612,41,Paloma Brown Pull-Up,49.50,
693016288656,ALG-PAL-612,42,Paloma Brown Pull-Up,49.50,
693016275243,ALG-PAL-642,35,Paloma Brown Distressed,49.50,
693016275250,ALG-PAL-642,36,Paloma Brown Distressed,49.50,
693016275267,ALG-PAL-642,37,Paloma Brown Distressed,49.50,
693016275274,ALG-PAL-642,38,Paloma Brown Distressed,49.50,
693016275281,ALG-PAL-642,39,Paloma Brown Distressed,49.50,
693016275298,ALG-PAL-642,40,Paloma Brown Distressed,49.50,
693016275304,ALG-PAL-642,41,Paloma Brown Distressed,49.50,
693016275311,ALG-PAL-642,42,Paloma Brown Distressed,49.50,
693016266760,ALG-PAL-717,35,Paloma Pewter Charmer,49.50,
693016266777,ALG-PAL-717,36,Paloma Pewter Charmer,49.50,
693016266784,ALG-PAL-717,37,Paloma Pewter Charmer,49.50,
693016266791,ALG-PAL-717,38,Paloma Pewter Charmer,49.50,
693016266807,ALG-PAL-717,39,Paloma Pewter Charmer,49.50,
693016266814,ALG-PAL-717,40,Paloma Pewter Charmer,49.50,
693016266821,ALG-PAL-717,41,Paloma Pewter Charmer,49.50,
693016266838,ALG-PAL-717,42,Paloma Pewter Charmer,49.50,
693016288113,ALG-PAL-724,35,Paloma Purple Multi Snake,49.50,
693016288120,ALG-PAL-724,36,Paloma Purple Multi Snake,49.50,
693016288137,ALG-PAL-724,37,Paloma Purple Multi Snake,49.50,
693016288144,ALG-PAL-724,38,Paloma Purple Multi Snake,49.50,
693016288151,ALG-PAL-724,39,Paloma Purple Multi Snake,49.50,
693016288168,ALG-PAL-724,40,Paloma Purple Multi Snake,49.50,
693016288175,ALG-PAL-724,41,Paloma Purple Multi Snake,49.50,
693016288182,ALG-PAL-724,42,Paloma Purple Multi Snake,49.50,
693016286997,ALG-PAL-805,35,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287000,ALG-PAL-805,36,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287017,ALG-PAL-805,37,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287024,ALG-PAL-805,38,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287031,ALG-PAL-805,39,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287048,ALG-PAL-805,40,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287055,ALG-PAL-805,41,Exclusive!  Paloma Black Vintage Floral,49.50,
693016287062,ALG-PAL-805,42,Exclusive!  Paloma Black Vintage Floral,49.50,
693016288199,ALG-PAL-811,35,Paloma Girl & Dog Embroidery,49.50,
693016288205,ALG-PAL-811,36,Paloma Girl & Dog Embroidery,49.50,
693016288212,ALG-PAL-811,37,Paloma Girl & Dog Embroidery,49.50,
693016288229,ALG-PAL-811,38,Paloma Girl & Dog Embroidery,49.50,
693016288236,ALG-PAL-811,39,Paloma Girl & Dog Embroidery,49.50,
693016288243,ALG-PAL-811,40,Paloma Girl & Dog Embroidery,49.50,
693016288250,ALG-PAL-811,41,Paloma Girl & Dog Embroidery,49.50,
693016288267,ALG-PAL-811,42,Paloma Girl & Dog Embroidery,49.50,
693016297894,ALG-PES-619,35,Pesca Petal,49.50,
693016297900,ALG-PES-619,36,Pesca Petal,49.50,
693016297917,ALG-PES-619,37,Pesca Petal,49.50,
693016297924,ALG-PES-619,38,Pesca Petal,49.50,
693016297931,ALG-PES-619,39,Pesca Petal,49.50,
693016297948,ALG-PES-619,40,Pesca Petal,49.50,
693016297955,ALG-PES-619,41,Pesca Petal,49.50,
693016297962,ALG-PES-619,42,Pesca Petal,49.50,
693016283781,ALG-PES-624,35,Pesca Stone Leather,49.50,
693016283798,ALG-PES-624,36,Pesca Stone Leather,49.50,
693016283804,ALG-PES-624,37,Pesca Stone Leather,49.50,
693016283811,ALG-PES-624,38,Pesca Stone Leather,49.50,
693016283828,ALG-PES-624,39,Pesca Stone Leather,49.50,
693016283835,ALG-PES-624,40,Pesca Stone Leather,49.50,
693016283842,ALG-PES-624,41,Pesca Stone Leather,49.50,
693016283859,ALG-PES-624,42,Pesca Stone Leather,49.50,
693016297979,ALG-PES-626,35,Pesca Butternut,49.50,
693016297986,ALG-PES-626,36,Pesca Butternut,49.50,
693016297993,ALG-PES-626,37,Pesca Butternut,49.50,
693016298006,ALG-PES-626,38,Pesca Butternut,49.50,
693016298013,ALG-PES-626,39,Pesca Butternut,49.50,
693016298020,ALG-PES-626,40,Pesca Butternut,49.50,
693016298037,ALG-PES-626,41,Pesca Butternut,49.50,
693016298044,ALG-PES-626,42,Pesca Butternut,49.50,
693016298051,ALG-PES-627,35,Pesca Cactus,49.50,
693016298068,ALG-PES-627,36,Pesca Cactus,49.50,
693016298075,ALG-PES-627,37,Pesca Cactus,49.50,
693016298082,ALG-PES-627,38,Pesca Cactus,49.50,
693016298099,ALG-PES-627,39,Pesca Cactus,49.50,
693016298105,ALG-PES-627,40,Pesca Cactus,49.50,
693016298112,ALG-PES-627,41,Pesca Cactus,49.50,
693016298129,ALG-PES-627,42,Pesca Cactus,49.50,
693016298136,ALG-PES-628,35,Pesca Almond,49.50,
693016298143,ALG-PES-628,36,Pesca Almond,49.50,
693016298150,ALG-PES-628,37,Pesca Almond,49.50,
693016298167,ALG-PES-628,38,Pesca Almond,49.50,
693016298174,ALG-PES-628,39,Pesca Almond,49.50,
693016298181,ALG-PES-628,40,Pesca Almond,49.50,
693016298198,ALG-PES-628,41,Pesca Almond,49.50,
693016298204,ALG-PES-628,42,Pesca Almond,49.50,
693016277940,ALG-PES-641,35,Pesca Fancy Black,49.50,
693016277957,ALG-PES-641,36,Pesca Fancy Black,49.50,
693016277964,ALG-PES-641,37,Pesca Fancy Black,49.50,
693016277971,ALG-PES-641,38,Pesca Fancy Black,49.50,
693016277988,ALG-PES-641,39,Pesca Fancy Black,49.50,
693016277995,ALG-PES-641,40,Pesca Fancy Black,49.50,
693016278008,ALG-PES-641,41,Pesca Fancy Black,49.50,
693016278015,ALG-PES-641,42,Pesca Fancy Black,49.50,
693016277865,ALG-PES-643,35,Pesca Aged Dusk,49.50,
693016277872,ALG-PES-643,36,Pesca Aged Dusk,49.50,
693016277889,ALG-PES-643,37,Pesca Aged Dusk,49.50,
693016277896,ALG-PES-643,38,Pesca Aged Dusk,49.50,
693016277902,ALG-PES-643,39,Pesca Aged Dusk,49.50,
693016277919,ALG-PES-643,40,Pesca Aged Dusk,49.50,
693016277926,ALG-PES-643,41,Pesca Aged Dusk,49.50,
693016277933,ALG-PES-643,42,Pesca Aged Dusk,49.50,
693016277780,ALG-PES-647,35,Pesca Cognac,49.50,
693016277797,ALG-PES-647,36,Pesca Cognac,49.50,
693016277803,ALG-PES-647,37,Pesca Cognac,49.50,
693016277810,ALG-PES-647,38,Pesca Cognac,49.50,
693016277827,ALG-PES-647,39,Pesca Cognac,49.50,
693016277834,ALG-PES-647,40,Pesca Cognac,49.50,
693016277841,ALG-PES-647,41,Pesca Cognac,49.50,
693016277858,ALG-PES-647,42,Pesca Cognac,49.50,
693016290246,ALG-RAI-101,35,Raina Black Patent,39.50,
693016290253,ALG-RAI-101,36,Raina Black Patent,39.50,
693016290260,ALG-RAI-101,37,Raina Black Patent,39.50,
693016290277,ALG-RAI-101,38,Raina Black Patent,39.50,
693016290284,ALG-RAI-101,39,Raina Black Patent,39.50,
693016290291,ALG-RAI-101,40,Raina Black Patent,39.50,
693016290307,ALG-RAI-101,41,Raina Black Patent,39.50,
693016290314,ALG-RAI-101,42,Raina Black Patent,39.50,
693016290321,ALG-RAI-323,35,Raina Midnight Garden,39.50,
693016290338,ALG-RAI-323,36,Raina Midnight Garden,39.50,
693016290345,ALG-RAI-323,37,Raina Midnight Garden,39.50,
693016290352,ALG-RAI-323,38,Raina Midnight Garden,39.50,
693016290369,ALG-RAI-323,39,Raina Midnight Garden,39.50,
693016290376,ALG-RAI-323,40,Raina Midnight Garden,39.50,
693016290383,ALG-RAI-323,41,Raina Midnight Garden,39.50,
693016290390,ALG-RAI-323,42,Raina Midnight Garden,39.50,
693016290406,ALG-RAI-417,35,Raina African Leopard,39.50,
693016290413,ALG-RAI-417,36,Raina African Leopard,39.50,
693016290420,ALG-RAI-417,37,Raina African Leopard,39.50,
693016290437,ALG-RAI-417,38,Raina African Leopard,39.50,
693016290444,ALG-RAI-417,39,Raina African Leopard,39.50,
693016290451,ALG-RAI-417,40,Raina African Leopard,39.50,
693016290468,ALG-RAI-417,41,Raina African Leopard,39.50,
693016290475,ALG-RAI-417,42,Raina African Leopard,39.50,
693016290482,ALG-RAI-905,35,Raina Black Paisley,39.50,
693016290499,ALG-RAI-905,36,Raina Black Paisley,39.50,
693016290505,ALG-RAI-905,37,Raina Black Paisley,39.50,
693016290512,ALG-RAI-905,38,Raina Black Paisley,39.50,
693016290529,ALG-RAI-905,39,Raina Black Paisley,39.50,
693016290536,ALG-RAI-905,40,Raina Black Paisley,39.50,
693016290543,ALG-RAI-905,41,Raina Black Paisley,39.50,
693016290550,ALG-RAI-905,42,Raina Black Paisley,39.50,
693016290567,ALG-RAI-906,35,Raina Brown Paisley,39.50,
693016290574,ALG-RAI-906,36,Raina Brown Paisley,39.50,
693016290581,ALG-RAI-906,37,Raina Brown Paisley,39.50,
693016290598,ALG-RAI-906,38,Raina Brown Paisley,39.50,
693016290604,ALG-RAI-906,39,Raina Brown Paisley,39.50,
693016290611,ALG-RAI-906,40,Raina Brown Paisley,39.50,
693016290628,ALG-RAI-906,41,Raina Brown Paisley,39.50,
693016290635,ALG-RAI-906,42,Raina Brown Paisley,39.50,
693016290642,ALG-RAI-907,35,Raina Mums,39.50,
693016290659,ALG-RAI-907,36,Raina Mums,39.50,
693016290666,ALG-RAI-907,37,Raina Mums,39.50,
693016290673,ALG-RAI-907,38,Raina Mums,39.50,
693016290680,ALG-RAI-907,39,Raina Mums,39.50,
693016290697,ALG-RAI-907,40,Raina Mums,39.50,
693016290703,ALG-RAI-907,41,Raina Mums,39.50,
693016290710,ALG-RAI-907,42,Raina Mums,39.50,
693016228782,ALG-SED-416,35,Sedona Grey Leopard Suede,75.00,
693016228799,ALG-SED-416,36,Sedona Grey Leopard Suede,75.00,
693016228805,ALG-SED-416,37,Sedona Grey Leopard Suede,75.00,
693016228812,ALG-SED-416,38,Sedona Grey Leopard Suede,75.00,
693016228829,ALG-SED-416,39,Sedona Grey Leopard Suede,75.00,
693016228836,ALG-SED-416,40,Sedona Grey Leopard Suede,75.00,
693016228843,ALG-SED-416,41,Sedona Grey Leopard Suede,75.00,
693016228850,ALG-SED-416,42,Sedona Grey Leopard Suede,75.00,
693016256464,ALG-SEV-101,35,Seville Black Patent,54.50,
693016256471,ALG-SEV-101,36,Seville Black Patent,54.50,
693016256488,ALG-SEV-101,37,Seville Black Patent,54.50,
693016256495,ALG-SEV-101,38,Seville Black Patent,54.50,
693016256501,ALG-SEV-101,39,Seville Black Patent,54.50,
693016256518,ALG-SEV-101,40,Seville Black Patent,54.50,
693016256525,ALG-SEV-101,41,Seville Black Patent,54.50,
693016256532,ALG-SEV-101,42,Seville Black Patent,54.50,
693016268603,ALG-SEV-231,35,Seville Black Poppy Emboss,54.50,
693016268610,ALG-SEV-231,36,Seville Black Poppy Emboss,54.50,
693016268627,ALG-SEV-231,37,Seville Black Poppy Emboss,54.50,
693016268634,ALG-SEV-231,38,Seville Black Poppy Emboss,54.50,
693016268641,ALG-SEV-231,39,Seville Black Poppy Emboss,54.50,
693016268658,ALG-SEV-231,40,Seville Black Poppy Emboss,54.50,
693016268665,ALG-SEV-231,41,Seville Black Poppy Emboss,54.50,
693016268672,ALG-SEV-231,42,Seville Black Poppy Emboss,54.50,
693016267644,ALG-SEV-343,35,Seville Blue Lovely,54.50,
693016267651,ALG-SEV-343,36,Seville Blue Lovely,54.50,
693016267668,ALG-SEV-343,37,Seville Blue Lovely,54.50,
693016267675,ALG-SEV-343,38,Seville Blue Lovely,54.50,
693016267682,ALG-SEV-343,39,Seville Blue Lovely,54.50,
693016267699,ALG-SEV-343,40,Seville Blue Lovely,54.50,
693016267705,ALG-SEV-343,41,Seville Blue Lovely,54.50,
693016267712,ALG-SEV-343,42,Seville Blue Lovely,54.50,
693016274444,ALG-SEV-581,35,Seville Black Stone,54.50,
693016274451,ALG-SEV-581,36,Seville Black Stone,54.50,
693016274468,ALG-SEV-581,37,Seville Black Stone,54.50,
693016274475,ALG-SEV-581,38,Seville Black Stone,54.50,
693016274482,ALG-SEV-581,39,Seville Black Stone,54.50,
693016274499,ALG-SEV-581,40,Seville Black Stone,54.50,
693016274505,ALG-SEV-581,41,Seville Black Stone,54.50,
693016274512,ALG-SEV-581,42,Seville Black Stone,54.50,
693016274529,ALG-SEV-583,35,Seville Blue Stone,54.50,
693016274536,ALG-SEV-583,36,Seville Blue Stone,54.50,
693016274543,ALG-SEV-583,37,Seville Blue Stone,54.50,
693016274550,ALG-SEV-583,38,Seville Blue Stone,54.50,
693016274567,ALG-SEV-583,39,Seville Blue Stone,54.50,
693016274574,ALG-SEV-583,40,Seville Blue Stone,54.50,
693016274581,ALG-SEV-583,41,Seville Blue Stone,54.50,
693016274598,ALG-SEV-583,42,Seville Blue Stone,54.50,
693016255108,ALG-SEV-600,35,Seville White Napa Leather,54.50,
693016255115,ALG-SEV-600,36,Seville White Napa Leather,54.50,
693016255122,ALG-SEV-600,37,Seville White Napa Leather,54.50,
693016255139,ALG-SEV-600,38,Seville White Napa Leather,54.50,
693016255146,ALG-SEV-600,39,Seville White Napa Leather,54.50,
693016255153,ALG-SEV-600,40,Seville White Napa Leather,54.50,
693016255160,ALG-SEV-600,41,Seville White Napa Leather,54.50,
693016255177,ALG-SEV-600,42,Seville White Napa Leather,54.50,
693016211722,ALG-SEV-601,35,Seville Black Napa Leather,54.50,
693016211739,ALG-SEV-601,36,Seville Black Napa Leather,54.50,
693016211746,ALG-SEV-601,37,Seville Black Napa Leather,54.50,
693016211753,ALG-SEV-601,38,Seville Black Napa Leather,54.50,
693016211760,ALG-SEV-601,39,Seville Black Napa Leather,54.50,
693016211777,ALG-SEV-601,40,Seville Black Napa Leather,54.50,
693016211784,ALG-SEV-601,41,Seville Black Napa Leather,54.50,
693016211791,ALG-SEV-601,42,Seville Black Napa Leather,54.50,
693016303830,ALG-SEV-815,35,Seville Carolina,54.50,
693016303847,ALG-SEV-815,36,Seville Carolina,54.50,
693016303854,ALG-SEV-815,37,Seville Carolina,54.50,
693016303861,ALG-SEV-815,38,Seville Carolina,54.50,
693016303878,ALG-SEV-815,39,Seville Carolina,54.50,
693016303885,ALG-SEV-815,40,Seville Carolina,54.50,
693016303892,ALG-SEV-815,41,Seville Carolina,54.50,
693016303908,ALG-SEV-815,42,Seville Carolina,54.50,
693016303915,ALG-SEV-816,35,Seville Frenchie,54.50,
693016303922,ALG-SEV-816,36,Seville Frenchie,54.50,
693016303939,ALG-SEV-816,37,Seville Frenchie,54.50,
693016303946,ALG-SEV-816,38,Seville Frenchie,54.50,
693016303953,ALG-SEV-816,39,Seville Frenchie,54.50,
693016303960,ALG-SEV-816,40,Seville Frenchie,54.50,
693016303977,ALG-SEV-816,41,Seville Frenchie,54.50,
693016303984,ALG-SEV-816,42,Seville Frenchie,54.50,
693016303991,ALG-SEV-817,35,Seville Tropical,54.50,
693016304004,ALG-SEV-817,36,Seville Tropical,54.50,
693016304011,ALG-SEV-817,37,Seville Tropical,54.50,
693016304028,ALG-SEV-817,38,Seville Tropical,54.50,
693016304035,ALG-SEV-817,39,Seville Tropical,54.50,
693016304042,ALG-SEV-817,40,Seville Tropical,54.50,
693016304059,ALG-SEV-817,41,Seville Tropical,54.50,
693016304066,ALG-SEV-817,42,Seville Tropical,54.50,
693016298938,ALG-TAN-101,35,Tangoh Black Suede,39.50,
693016298945,ALG-TAN-101,36,Tangoh Black Suede,39.50,
693016298952,ALG-TAN-101,37,Tangoh Black Suede,39.50,
693016298969,ALG-TAN-101,38,Tangoh Black Suede,39.50,
693016298976,ALG-TAN-101,39,Tangoh Black Suede,39.50,
693016298983,ALG-TAN-101,40,Tangoh Black Suede,39.50,
693016298990,ALG-TAN-101,41,Tangoh Black Suede,39.50,
693016299003,ALG-TAN-101,42,Tangoh Black Suede,39.50,
693016299010,ALG-TAN-201,35,Tangoh Dark Brown,39.50,
693016299027,ALG-TAN-201,36,Tangoh Dark Brown,39.50,
693016299034,ALG-TAN-201,37,Tangoh Dark Brown,39.50,
693016299041,ALG-TAN-201,38,Tangoh Dark Brown,39.50,
693016299058,ALG-TAN-201,39,Tangoh Dark Brown,39.50,
693016299065,ALG-TAN-201,40,Tangoh Dark Brown,39.50,
693016299072,ALG-TAN-201,41,Tangoh Dark Brown,39.50,
693016299089,ALG-TAN-201,42,Tangoh Dark Brown,39.50,
693016276608,ALG-TUS-553,35,Tuscany Navy Rose Napa,49.50,
693016276615,ALG-TUS-553,36,Tuscany Navy Rose Napa,49.50,
693016276622,ALG-TUS-553,37,Tuscany Navy Rose Napa,49.50,
693016276639,ALG-TUS-553,38,Tuscany Navy Rose Napa,49.50,
